Epoch,Train_Loss,Val_Loss,Val_Acc,LR
1,4.989748835478205,4.960432956385058,1.456133964324718,0.00010090000000000001
2,4.904281336945018,4.489560892415601,6.516199490353112,0.00020080000000000003
3,4.678785914075845,3.952489801617556,11.430651619949035,0.0003007000000000001
4,4.437973486821711,3.69401477242625,14.597742992355297,0.0004006000000000001
5,4.233009613543001,3.2418581365152845,21.295959228249,0.0005005000000000001
6,4.051317290507765,2.835595952910046,29.45030942846742,0.0006004000000000002
7,3.912537427615094,2.734500450103782,30.578813250819074,0.0007003000000000002
8,3.7711007102843253,2.4481960434553236,35.96650891882053,0.0008002000000000002
9,3.667785117275826,2.257973552096722,40.51692755733527,0.0009001000000000001
10,3.5762701851492715,2.121011982303719,42.95595194757918,0.0009829799502313896
11,3.4956383440229626,2.1696238663307454,43.50200218420095,0.0009794304575666624
12,3.408841994671839,1.9147028275007425,49.87258827812159,0.0009755527298894294
13,3.330106050053805,1.7786840689043666,52.27520931925737,0.0009713494248005433
14,3.2557134836805335,1.8121698368773904,50.637058609392064,0.0009668234230353523
15,3.202078418321507,1.6219822871823644,56.789224608664,0.0009619778264893878
16,3.1494341616134918,1.6892360928793286,54.27739352020386,0.0009568159560924792
17,3.1143453273294646,1.5658824442950792,56.53440116490717,0.0009513413495327556
18,3.072897087459496,1.658868787766889,55.915544230069166,0.0009455577588320898
19,3.0318992787364563,1.5143643113416294,58.572988714961774,0.0009394691477746517
20,2.993139216720417,1.5329035283174626,58.208955223880594,0.0009330796891903273
21,2.9733827872942853,1.4905818122937236,59.81070258463779,0.0009263937620948692
22,2.9399894688719064,1.3803293983950171,61.740080087368035,0.0009194159486887395
23,2.9288313819516087,1.4876115001564802,60.57517291590826,0.0009121510312166969
24,2.8914662005653518,1.4328240488850794,60.10192937750273,0.0009046039886902864
25,2.873191327433432,1.3812001061647436,61.63087004004368,0.0008967799934754721
26,2.8458672320116376,1.3895536020051602,62.540953767746636,0.000888684407747757
