Epoch,Train_Loss,Val_Loss,Val_Acc,LR
1,4.968190887410153,4.929750644883444,2.074990899162723,0.00010090000000000001
2,3.500631684727139,1.497408353312071,65.27120495085548,0.00020080000000000003
3,2.897225454033062,1.2653923339621966,67.81943938842373,0.0003007000000000001
4,2.804516606689781,1.304161615496458,66.25409537677466,0.0004006000000000001
5,2.8052124740402333,1.4332655793012574,61.84929013469239,0.0005005000000000001
6,2.8114417142765498,1.3083226039659146,64.36112122315252,0.0006004000000000002
7,2.840564614726651,1.5951898759880732,57.37167819439389,0.0007003000000000002
8,2.9676020942708496,1.5609928965568542,59.373862395340375,0.0008002000000000002
9,2.9056107088656407,1.4953380930562352,60.93920640698944,0.0009001000000000001
10,2.9160142368740507,1.5734395360530808,58.35456862031307,0.0009829799502313896
11,2.935030131784391,1.7574384073878444,53.00327630141973,0.0009794304575666624
12,2.9152584654455973,1.6148023387027342,57.917728431015654,0.0009755527298894294
13,2.8950604607127475,1.64099351680556,57.99053512923189,0.0009713494248005433
14,2.851057740437087,1.6839504283527995,57.8085183836913,0.0009668234230353523
15,2.848247196255619,1.6045576666676722,54.93265380414998,0.0009619778264893878
16,2.83287765526857,1.7753512048444082,53.22169639606844,0.0009568159560924792
17,2.823684911830451,1.707070985852286,57.262468147069534,0.0009513413495327556
18,2.7804647548224337,1.4486644798239996,63.560247542773936,0.0009455577588320898
